"{'Ca', 'Co', 'La', 'Sr', 'Fe', 'Ba'}",1
"{'Gd', 'H', 'Ba'}",1
"{'Ca', 'Nd', 'Y'}",1
"{'La', 'Sr'}",25
"{'Ca', 'Mg', 'Sm'}",1
"{'Fe', 'F', 'H'}",1
"{'Ce', 'K'}",1
"{'Sr', 'Yb', 'Ga'}",1
"{'Sr', 'Ti', 'Co'}",1
"{'La', 'Ce'}",12
"{'Ca', 'La', 'Ce'}",2
"{'Sr', 'C', 'H', 'Al'}",1
"{'C', 'K'}",2
"{'Ca', 'Li', 'H'}",1
"{'Mg', 'Na', 'Sm'}",1
"{'Ca', 'Fe', 'Pb', 'Co'}",1
"{'La', 'C', 'N'}",1
"{'Ca', 'Ba', 'Al'}",1
"{'W', 'Zr', 'Li', 'C', 'Ce', 'Eu'}",1
"{'La', 'Mg'}",6
"{'Nd', 'Sr', 'Ba', 'La'}",1
"{'Ti', 'Ba'}",2
"{'Au', 'Si'}",1
{'Zr'},5
"{'Mg', 'Na', 'Pr'}",1
"{'Ca', 'Sr', 'Ti', 'Ba'}",1
{'Nd'},3
"{'La', 'Mg', 'Ce'}",2
"{'Ca', 'Si', 'Ba'}",1
"{'Sr', 'Mn', 'Ti'}",1
"{'Y', 'Ba'}",1
"{'C', 'Ce'}",1
"{'Sr', 'C'}",1
"{'La', 'Li', 'Ba'}",1
"{'Y', 'Zr', 'Pt'}",1
"{'W', 'Na', 'K', 'C', 'Mn'}",1
"{'W', 'Na', 'Zr', 'Cl', 'Ce', 'Mn'}",1
"{'Sr', 'Fe', 'Co', 'La'}",12
"{'Sr', 'Ti', 'Sm'}",1
"{'Sb', 'Ni', 'Te'}",1
"{'Ce', 'Sm'}",2
"{'Sr', 'Ti', 'Tl'}",1
"{'Zr', 'Cl', 'Mg', 'Ba'}",1
"{'Ca', 'Nb'}",1
"{'Ca', 'Mg', 'Cl'}",1
"{'Ba', 'Al'}",1
{'Cs'},1
"{'Mn', 'W', 'Na', 'Zn'}",1
{'Pr'},3
{'Li'},3
"{'Ta', 'K'}",1
"{'W', 'Ce', 'Na'}",2
"{'La', 'Zr', 'Sr'}",1
"{'Sr', 'H', 'Al'}",1
"{'La', 'Eu'}",1
"{'Zr', 'Li'}",1
"{'Ca', 'La', 'Ba', 'Y'}",1
"{'La', 'Ba'}",5
"{'Al', 'Mg', 'Li', 'Mo'}",1
"{'Ca', 'Cl', 'Na'}",2
"{'Ti', 'Mg'}",1
"{'Sr', 'Ti', 'Mg', 'Al'}",1
"{'Ca', 'H', 'K'}",1
"{'Ca', 'C', 'H', 'N'}",1
"{'Sb', 'Ta', 'Li', 'Ba'}",1
"{'Li', 'Ce'}",2
"{'Sr', 'La', 'P', 'Ce'}",1
"{'Mg', 'Ba'}",2
"{'La', 'Nb', 'Na', 'K'}",1
"{'Sr', 'Ce', 'La'}",1
"{'C', 'Ba'}",1
"{'Gd', 'Cl', 'Ba'}",2
"{'Ca', 'Si'}",1
"{'Ca', 'Li', 'La', 'Sr', 'Fe', 'Ba'}",1
"{'Sr', 'Fe', 'Cr', 'La'}",1
"{'Sr', 'N', 'Al'}",1
"{'Zn', 'Na', 'N', 'Al'}",1
"{'Sr', 'Zr'}",2
"{'Zr', 'Ce'}",1
"{'Sr', 'Nb', 'K'}",1
"{'W', 'Na', 'Si', 'La', 'Mn'}",5
"{'Fe', 'H', 'C', 'Ce'}",1
"{'Mg', 'Li'}",31
"{'Ca', 'Yb'}",1
"{'Mn', 'Na'}",1
"{'Cl', 'Sm', 'K'}",1
{'La'},34
"{'Y', 'Zr', 'Ba'}",1
"{'Mg', 'Li', 'Zn'}",1
"{'W', 'Na', 'Si', 'Cl', 'K', 'Mn'}",1
"{'P', 'Si'}",1
"{'Fe', 'Mn', 'W', 'Na'}",3
"{'Mn', 'Ti', 'Ba'}",1
"{'Mn', 'Si', 'W', 'Cs'}",1
"{'W', 'Na', 'Si', 'C', 'Mn'}",9
"{'Sr', 'Ti', 'Ni'}",1
"{'Mn', 'Mg', 'Na'}",3
"{'Co', 'Sr', 'Fe', 'La', 'C'}",1
"{'Fe', 'C', 'Ce'}",1
"{'Nd', 'Mg', 'Ba', 'La'}",1
"{'Si', 'W', 'Ce', 'Na'}",1
"{'Ce', 'Zn'}",4
"{'Ca', 'La', 'Li', 'Fe'}",1
"{'Tb', 'Y', 'Dy', 'Li', 'Sm', 'Yb', 'Eu', 'Gd', 'Ho', 'Er'}",1
"{'Zr', 'Cl', 'Cs'}",1
"{'La', 'Li', 'Al'}",1
"{'Pt', 'Al'}",2
"{'La', 'Nb', 'K'}",1
"{'Si', 'C', 'Ba'}",1
"{'Ca', 'Ce'}",3
"{'La', 'Mn', 'Na'}",4
"{'W', 'Zr', 'Li', 'C', 'Ce'}",1
"{'Sr', 'Mg'}",1
"{'W', 'Na', 'Si', 'Cl', 'Mn'}",4
"{'Na', 'Al'}",1
"{'Zr', 'Cs', 'Ba', 'Mo'}",1
"{'W', 'K'}",1
{'W'},2
"{'Mn', 'W', 'Na'}",9
"{'W', 'Na', 'Si', 'Al', 'Mn'}",2
"{'Na', 'Si', 'C', 'Mn', 'P'}",1
"{'Si', 'Al'}",1
"{'K', 'Ni', 'Co', 'Al'}",2
"{'Li', 'Pb', 'C', 'K'}",1
"{'Ca', 'Mn', 'Ce'}",3
"{'Si', 'C', 'H', 'Al'}",1
"{'Mg', 'Li', 'Ba'}",1
"{'Ca', 'Hf', 'Eu'}",1
"{'Mn', 'W', 'Li'}",2
"{'Nd', 'Mg', 'Hf'}",1
{'Ir'},1
"{'Th', 'Na'}",1
"{'Mg', 'Cs', 'Ba'}",1
{'P'},3
"{'C', 'Na'}",1
"{'Mg', 'Sn'}",1
"{'La', 'Fe'}",1
"{'Ir', 'W', 'Na', 'Si', 'Mn'}",1
"{'Sr', 'Fe', 'Zn', 'La'}",1
"{'Ti', 'Na', 'Mn'}",1
"{'Ni', 'Te'}",1
"{'Na', 'Ac', 'Sc', 'Ti', 'Mg', 'Cs', 'La', 'V', 'Cu', 'Cr', 'Y', 'Ni', 'K', 'Zn', 'Ba', 'Ca', 'Co', 'Sr', 'Fe', 'Rb', 'Mn'}",1
"{'Si', 'Tl'}",1
"{'Ni', 'W', 'Ce'}",1
"{'Zr', 'Na', 'H'}",1
"{'Mg', 'Cl', 'Li', 'Bi', 'C'}",1
"{'La', 'Sr', 'Ba', 'Eu'}",1
"{'Ca', 'Nb', 'Na', 'H'}",1
"{'Ti', 'Rh'}",1
{'Sn'},3
"{'Yb', 'Hf', 'Ga'}",1
"{'Mn', 'Si', 'W', 'K'}",4
{'Pb'},3
"{'Mn', 'Mg', 'Li'}",1
"{'Ca', 'Ti', 'Eu'}",1
"{'Mg', 'Hf', 'Eu'}",1
{'Y'},2
"{'Ca', 'C', 'Na'}",1
"{'Ca', 'Mg'}",2
"{'Zr', 'S'}",1
{'Ti'},6
"{'La', 'F', 'Ba'}",5
"{'La', 'Ce', 'Sm'}",1
"{'Ca', 'Th'}",2
"{'Sr', 'Nb', 'Cs'}",1
"{'Mo', 'W', 'Ba', 'K'}",1
"{'K', 'V', 'Ba', 'Eu'}",1
"{'W', 'Na', 'Si', 'Ti', 'Mn'}",11
"{'La', 'Mn'}",1
"{'Mg', 'C', 'Cl', 'Li'}",1
"{'Mn', 'Cl', 'H', 'C'}",1
"{'La', 'C', 'Sr'}",1
"{'La', 'C', 'Ce'}",1
"{'Sm', 'C', 'H', 'Al'}",1
"{'Nb', 'Ge', 'W', 'Na', 'Si', 'Fe', 'Mn'}",1
"{'Li', 'C'}",2
"{'Ca', 'La', 'Cl', 'Ba'}",1
"{'Zr', 'N'}",2
"{'Cd', 'Li', 'Mg'}",1
"{'Mg', 'Si', 'Sr', 'La', 'Al'}",2
"{'Zr', 'Sm'}",1
"{'La', 'Sr', 'Co'}",2
"{'Ti', 'Si', 'Al'}",1
"{'Sr', 'Ga', 'Eu'}",1
"{'Nd', 'Zn'}",1
"{'Sr', 'Ti'}",4
"{'Si', 'Co', 'Al'}",1
"{'Ca', 'Al'}",1
"{'Gd', 'Ce', 'Ba'}",4
"{'Mn', 'Mg', 'W', 'Na'}",7
{'Sm'},13
"{'W', 'Si', 'H', 'Zn', 'Al'}",1
"{'La', 'Cl', 'K'}",1
"{'Si', 'W'}",1
"{'Co', 'Y', 'Sm', 'Bi', 'La', 'Fe', 'Sr'}",2
"{'Mn', 'Si', 'W', 'Rb'}",3
"{'P', 'Gd', 'Na'}",1
"{'La', 'Ni', 'Li', 'Al'}",1
"{'Mg', 'Pb'}",4
"{'Zn', 'K', 'N', 'Al'}",1
"{'La', 'Si'}",2
"{'La', 'F', 'Sr'}",1
"{'Sr', 'Mn'}",2
"{'La', 'Sr', 'Al'}",2
"{'Sr', 'S'}",1
"{'Zr', 'Cl', 'Na'}",2
"{'La', 'Si', 'Sr'}",1
{'K'},1
"{'F', 'Ce', 'Ba'}",1
"{'Sr', 'Mn', 'C'}",1
"{'Ti', 'Ni', 'Na'}",2
"{'Mn', 'Mg', 'Li', 'C'}",1
"{'Ca', 'Cl', 'H', 'P', 'Pb'}",1
"{'Li', 'Ce', 'Sm'}",1
"{'Sb', 'Si', 'Li'}",1
"{'Ca', 'Ti', 'Mg'}",1
"{'Y', 'F', 'Ba'}",1
"{'Sr', 'Li', 'Fe', 'La'}",1
"{'Ca', 'P'}",1
"{'Ti', 'W', 'Na', 'Ce'}",1
"{'Co', 'Cl', 'Sr', 'Fe', 'Ba'}",1
"{'Zr', 'C', 'Na'}",1
"{'Ca', 'C', 'Na', 'Ba'}",1
{'Sr'},4
"{'W', 'Na', 'Si', 'Sn', 'Ce', 'Mn'}",1
"{'La', 'Mg', 'Li', 'N'}",1
"{'W', 'Na', 'Mg', 'Si', 'Mn'}",1
"{'Sr', 'Al'}",3
"{'P', 'Zr', 'Li', 'N'}",1
"{'Zr', 'Li', 'Cl'}",1
"{'Gd', 'Ba', 'Br'}",1
"{'Ca', 'Th', 'Na'}",1
"{'La', 'Mn', 'Sr'}",3
"{'W', 'Ce'}",1
"{'Pb', 'Ba'}",1
"{'Sr', 'Zr', 'Sm'}",2
"{'La', 'S'}",1
"{'Ca', 'P', 'Ni', 'Cl'}",2
{'Ca'},3
"{'Y', 'Hf', 'Eu'}",1
"{'Mg', 'Co'}",1
"{'P', 'Zr', 'Na', 'Cl'}",1
{'Zn'},2
"{'Mn', 'Zr'}",1
"{'Ca', 'Fe', 'Co', 'Ba'}",1
"{'Zr', 'Cl', 'N', 'Li'}",1
"{'W', 'Na', 'Zr', 'Si', 'Mn'}",1
"{'La', 'H'}",1
"{'Sr', 'Th'}",1
"{'La', 'Ti', 'Sr'}",1
"{'La', 'F', 'Sr', 'Cr'}",1
{'Cr'},1
"{'Mg', 'C'}",1
"{'Na', 'Ce'}",1
"{'W', 'Na', 'H', 'Ti', 'C', 'Mn'}",1
"{'Ni', 'Sm'}",1
"{'Mn', 'Si', 'Na', 'C'}",1
"{'Fe', 'W', 'Na'}",1
"{'W', 'La', 'Sr', 'Ce', 'Mn'}",1
"{'Cu', 'Fe', 'Si', 'Al'}",1
"{'W', 'Li', 'La', 'Ti', 'Mn'}",2
"{'Ca', 'Hf', 'Ba', 'Eu'}",1
"{'Zr', 'H', 'N', 'K'}",1
"{'Yb', 'Ce', 'Ga'}",1
"{'Ca', 'U'}",1
{'Ni'},3
"{'Mn', 'Mg', 'W', 'Li'}",2
"{'Mg', 'Sm'}",2
"{'Ti', 'W', 'Na', 'Ba'}",1
"{'Ca', 'La', 'Sr'}",7
"{'Nd', 'Ti'}",1
"{'La', 'Mg', 'Na'}",1
"{'Sr', 'Nb', 'Ti'}",1
"{'Pb', 'Al'}",1
"{'W', 'Na', 'Si', 'Ga', 'Mn'}",1
"{'Si', 'Li'}",1
"{'Mn', 'Si', 'Na', 'Cl'}",1
"{'Ti', 'Na', 'Pb', 'Cl'}",3
"{'La', 'Mg', 'Sr', 'Fe'}",1
"{'Ca', 'Sm'}",1
"{'Ti', 'Ni'}",1
"{'Ca', 'Li', 'S'}",1
"{'Cu', 'La'}",1
"{'Ca', 'Ti', 'Ba'}",1
"{'Sm', 'Sn'}",1
"{'Ti', 'Ni', 'Li'}",2
"{'Ca', 'P', 'Na'}",1
"{'Ca', 'Mn', 'W', 'Na'}",1
{'Co'},3
"{'Zn', 'Ga', 'Eu'}",1
"{'Sr', 'Si', 'C'}",1
"{'Mn', 'Mg'}",3
"{'Ca', 'C', 'K'}",1
"{'Ca', 'P', 'H'}",1
"{'Nd', 'Ba', 'La'}",1
"{'Mn', 'W', 'Na', 'Al'}",2
"{'Ca', 'Yb', 'Eu'}",1
"{'Ca', 'P', 'Cl'}",1
"{'La', 'Li', 'N'}",1
"{'W', 'Na', 'Si', 'Mn', 'Ba'}",1
"{'Sr', 'Ti', 'Fe'}",1
"{'Y', 'Sm', 'Eu', 'Gd', 'Dy'}",1
"{'La', 'Mg', 'Ba', 'K'}",1
{'Fe'},2
"{'Y', 'Zr', 'Hf'}",1
"{'Tb', 'Hf', 'Ga'}",1
"{'Yb', 'Si', 'Ga'}",1
"{'Ce', 'Ba', 'Sm'}",1
"{'Li', 'S'}",1
"{'Mg', 'Na', 'Ce'}",1
"{'Si', 'W', 'V', 'Na'}",1
"{'Mg', 'Li', 'Sn'}",7
"{'Gd', 'Sm'}",1
"{'Yb', 'W', 'Ga'}",1
"{'Ti', 'W', 'Cs', 'Ba'}",1
"{'Ni', 'Li', 'Sm'}",1
"{'Ca', 'Mn'}",1
"{'W', 'H', 'C', 'Ce', 'N', 'P'}",1
"{'H', 'K'}",1
"{'Zn', 'Al'}",1
"{'Mn', 'W'}",1
"{'Mg', 'Tb'}",1
"{'Co', 'Ni', 'K', 'C', 'Al'}",1
"{'La', 'In'}",1
"{'Sr', 'Ti', 'Li'}",4
"{'P', 'Si', 'Na', 'Mn'}",1
"{'La', 'Mg', 'Sr', 'Ga'}",1
"{'Sr', 'Ti', 'Cs'}",1
"{'La', 'Ti'}",4
"{'La', 'Br', 'C', 'Ba'}",2
{'Ag'},2
"{'Na', 'S'}",1
{'C'},3
"{'Mg', 'Li', 'Ce'}",4
"{'La', 'C', 'Na', 'Ba'}",1
"{'Ti', 'Si', 'Na', 'Mn'}",1
"{'La', 'C', 'Cl', 'Ba'}",1
"{'Nd', 'Pr', 'La'}",1
"{'Sr', 'Mg', 'Cs'}",2
"{'Y', 'Bi', 'Sm'}",5
"{'Ti', 'S', 'Mn', 'N'}",1
"{'Ca', 'Sr', 'Nb', 'K'}",1
"{'Ca', 'Nd', 'Mg'}",1
"{'Ca', 'Ni', 'Y'}",1
"{'Ca', 'La', 'Ba', 'Sm'}",1
"{'Si', 'W', 'Na', 'Sm'}",1
"{'Sm', 'Al'}",1
"{'Ca', 'Mn', 'W'}",1
"{'La', 'Al'}",5
"{'Zr', 'Mg', 'Ba', 'Eu'}",1
"{'La', 'Si', 'W', 'Na'}",1
"{'Ca', 'Cr'}",1
"{'Sr', 'Nb'}",1
"{'La', 'F'}",2
"{'Ag', 'La', 'Si'}",2
"{'Si', 'W', 'Na', 'Zn'}",2
"{'W', 'Na', 'Zr', 'La', 'Ce', 'Mn'}",1
"{'Si', 'Na', 'Ba'}",1
"{'Si', 'Mg', 'K'}",1
"{'Si', 'Li', 'Mg'}",1
"{'Ca', 'C'}",2
"{'Ca', 'Nb', 'H'}",1
"{'P', 'Ti', 'Na', 'Mn'}",1
"{'Ti', 'W', 'Na'}",1
"{'Mn', 'W', 'Na', 'Sn'}",1
"{'Ba', 'Ga'}",2
"{'Nd', 'Hf', 'Sr'}",1
"{'Ag', 'Sm'}",1
"{'W', 'Na', 'Si', 'Rh', 'Mn'}",1
"{'Br', 'C', 'Ba'}",1
{'Br'},1
"{'Ca', 'Mg', 'Tb'}",1
"{'Br', 'Ni', 'Li'}",2
"{'Si', 'Co'}",1
"{'C', 'H', 'N', 'Sm'}",1
"{'Ti', 'Li'}",4
"{'Y', 'Sr', 'Ga'}",1
"{'La', 'C', 'Ba'}",2
"{'W', 'Na', 'Si', 'Zr', 'S', 'Mn', 'P'}",1
"{'Sr', 'Ce'}",1
"{'S', 'Ba'}",1
"{'Ca', 'Si', 'Li'}",1
"{'Sr', 'Mn', 'Fe', 'Ba'}",1
"{'La', 'Ti', 'Li'}",1
"{'Ca', 'P', 'Cl', 'Zn'}",1
"{'Ti', 'Cl', 'Ba', 'Sn'}",1
"{'Zr', 'W', 'Cs', 'Ba'}",1
"{'Cl', 'Ce', 'K'}",1
"{'P', 'Li', 'Pb', 'Cl'}",1
"{'La', 'Br', 'Ba'}",2
"{'Mn', 'Si', 'K'}",1
"{'Y', 'V', 'Ba', 'K'}",1
"{'La', 'F', 'Fe', 'Ba'}",1
"{'Tb', 'Lu', 'Y', 'Dy', 'Mg', 'Tm', 'Sc', 'Sm', 'Nd', 'Yb', 'Pr', 'La', 'Ce', 'Eu', 'Gd', 'Pm', 'Ho', 'Er'}",1
"{'Ge', 'Li'}",1
"{'Zn', 'Li', 'C', 'Al'}",1
"{'Pr', 'Sn'}",1
{'Rh'},1
"{'Ca', 'Ni', 'K'}",2
{'Pd'},1
"{'Y', 'Zr'}",1
"{'Y', 'Ga', 'Zn'}",1
"{'Sr', 'Ti', 'Ba'}",4
"{'Sr', 'Co', 'Fe', 'Ba'}",5
"{'Ca', 'Hf', 'Y'}",1
"{'Ca', 'La', 'Cs', 'Ba'}",1
"{'W', 'Na', 'Ti', 'Mn', 'Ba'}",2
{'Mn'},4
"{'Nd', 'Ti', 'Sr'}",1
"{'Ca', 'La'}",9
"{'Si', 'W', 'Na', 'Cr'}",1
"{'Si', 'Zr', 'Na', 'Cl'}",1
"{'Ti', 'W', 'Na', 'Mn'}",6
"{'Sr', 'Fe', 'La'}",2
"{'La', 'Zn'}",1
"{'Cl', 'Sm', 'Ba', 'Sn'}",1
"{'F', 'Ba', 'Pr'}",1
"{'P', 'Gd', 'Na', 'Mn'}",1
"{'Ca', 'Mg', 'Ce'}",1
"{'In', 'La', 'Ba', 'Rb'}",1
"{'Y', 'Zr', 'Ag'}",1
"{'Cl', 'Sm'}",2
"{'La', 'N'}",1
"{'Ag', 'Si'}",2
"{'Mg', 'Zn'}",1
"{'W', 'Pd'}",1
"{'Nd', 'Cl', 'Ba'}",1
"{'Mn', 'Si', 'W', 'Ce'}",1
"{'Sr', 'Ti', 'Rb'}",1
"{'La', 'Ni'}",1
"{'Tl', 'Si', 'Li'}",1
"{'Al', 'Co', 'K'}",2
"{'Cu', 'Si'}",1
"{'Si', 'V'}",1
"{'Ti', 'Si', 'Na', 'Al'}",1
{'Tb'},1
"{'La', 'Mn', 'W', 'Na'}",1
"{'C', 'Sm'}",1
"{'Ca', 'Nd', 'Ba'}",1
"{'Ca', 'Ti'}",3
"{'Ta', 'Na'}",1
"{'Dy', 'Cl', 'K'}",1
"{'Ca', 'Yb', 'Ga'}",1
"{'Ti', 'W', 'Ba', 'Li'}",1
"{'Y', 'Ga', 'Eu'}",1
"{'Fe', 'Ce'}",1
"{'Nd', 'La'}",1
"{'W', 'Zr', 'Li', 'C', 'Eu'}",1
"{'La', 'Zn', 'Al'}",1
"{'Na', 'H'}",1
"{'Sr', 'Ti', 'Sn'}",1
"{'Mg', 'Tb', 'Na'}",1
"{'Sr', 'Li', 'La'}",2
"{'Ca', 'F'}",1
"{'Na', 'Pr'}",2
"{'Y', 'Zr', 'Zn'}",1
"{'Si', 'Mg', 'W', 'Na'}",1
"{'Mg', 'Tb', 'Li'}",1
"{'Gd', 'Ba'}",1
"{'La', 'Bi', 'Ba'}",1
"{'Mn', 'Si'}",5
"{'Mg', 'C', 'Li'}",2
"{'Ti', 'K'}",1
{'Tm'},1
"{'Nb', 'Na'}",2
"{'Yb', 'Ba', 'Ga'}",1
"{'La', 'Li', 'Ce', 'Sm'}",1
"{'W', 'Na', 'Si', 'Sn', 'Mn'}",1
"{'Ce', 'Ba'}",1
"{'W', 'Na', 'Zr', 'Ce', 'Mn'}",2
"{'Ca', 'Pb'}",1
"{'La', 'Ti', 'Mg'}",2
"{'P', 'Ce'}",3
"{'Ca', 'Li', 'C'}",1
"{'Si', 'C'}",3
"{'La', 'C', 'Al'}",1
{'Pt'},3
"{'La', 'Au', 'Sr', 'Mn'}",1
{'Th'},1
"{'Ca', 'La', 'Sr', 'Ce'}",1
"{'Cu', 'La', 'Li'}",1
"{'Ca', 'S'}",1
"{'H', 'S', 'La', 'C', 'N'}",1
{'Ce'},11
"{'Ca', 'Y'}",1
"{'Sr', 'Ti', 'Mg'}",3
"{'Sr', 'W'}",1
"{'W', 'Na', 'Pt', 'Si', 'Mn'}",1
"{'W', 'Na', 'Si', 'Ti', 'Al', 'Mn'}",1
"{'Mg', 'Na'}",1
"{'Zr', 'Li', 'H'}",1
"{'Ti', 'Si', 'V', 'Al'}",1
"{'La', 'C'}",5
"{'Sr', 'Fe', 'Co'}",1
"{'Ca', 'Sr'}",1
"{'Zr', 'Cl', 'Rb'}",1
{'Mg'},12
"{'Y', 'Bi'}",4
"{'F', 'Gd', 'Ba'}",1
"{'Ba', 'Sn'}",2
"{'I', 'C'}",1
"{'W', 'Na', 'Si', 'Ce', 'Mn'}",6
"{'Sr', 'Ti', 'Al'}",2
"{'La', 'Zr'}",4
"{'La', 'Co', 'Fe', 'Ba'}",2
"{'Zr', 'H', 'N'}",1
"{'Mg', 'Ce'}",1
{'Bi'},2
"{'Ca', 'Sr', 'Ti'}",3
"{'La', 'Sr', 'Ba'}",1
{'Al'},5
"{'La', 'Mn', 'K'}",1
"{'Sr', 'C', 'Sm'}",1
"{'La', 'Cl'}",3
"{'W', 'Na', 'Zr', 'Cl', 'Ce'}",1
"{'Mg', 'Na', 'Ba'}",1
"{'Nd', 'Zr'}",2
"{'La', 'Mg', 'Ba', 'Eu'}",1
"{'Sb', 'Li', 'Te'}",1
"{'Br', 'Ba', 'Sn'}",2
"{'Fe', 'Zn'}",2
"{'Zr', 'Cl', 'H', 'N'}",1
"{'Mn', 'Si', 'Na'}",3
"{'Sr', 'Ti', 'Mg', 'Ba'}",1
"{'H', 'Ba'}",1
{'Eu'},2
"{'Ca', 'Ni'}",1
"{'Mn', 'Si', 'W'}",3
"{'Cd', 'Mg'}",1
{'Ba'},4
"{'Zr', 'Li', 'N'}",1
"{'Sb', 'Ni'}",1
"{'Mn', 'Ti'}",2
"{'La', 'Li', 'Fe', 'Ba'}",1
"{'Ti', 'S', 'K'}",1
"{'W', 'Na', 'Si', 'Ti', 'C', 'Mn'}",2
"{'Al', 'Si', 'Mo'}",2
"{'Mn', 'Si', 'W', 'Sn'}",1
"{'W', 'Si', 'Ti', 'C', 'Mn'}",1
"{'Fe', 'P'}",1
"{'Ti', 'Tb', 'W', 'Ba'}",1
"{'Mn', 'Si', 'W', 'Na'}",122
"{'Ca', 'Sr', 'Mg'}",1
"{'La', 'C', 'H', 'N'}",1
"{'Sr', 'Hf', 'Ga'}",1
"{'Ca', 'P', 'Pb'}",1
"{'Ca', 'Ba'}",1
"{'Ti', 'Si', 'W', 'Na'}",1
"{'Ag', 'La'}",1
"{'Mg', 'Li', 'Pr'}",1
"{'Y', 'Sm', 'Nd', 'F', 'Sr', 'La', 'Gd'}",1
"{'Ti', 'W', 'Mn', 'Li'}",1
set(),1
"{'Ca', 'Si', 'Al'}",1
"{'Ca', 'La', 'Na', 'Ba'}",1
"{'Pr', 'Sm', 'Nd', 'Ti', 'Sr'}",1
"{'Ca', 'La', 'C', 'Th', 'Ba'}",1
"{'Mg', 'Li', 'La', 'Sr', 'Ga'}",1
"{'Ti', 'Si'}",2
"{'Ca', 'Na', 'H'}",1
"{'Mg', 'Li', 'Sm'}",1
"{'Mg', 'Li', 'N'}",1
"{'Ge', 'W', 'Na', 'Si', 'Mn'}",1
"{'Ca', 'P', 'H', 'Pb'}",2
"{'Fe', 'Si'}",2
"{'Sr', 'Cs', 'La'}",1
"{'Fe', 'Co', 'Zr', 'Ba'}",1
"{'La', 'Sb', 'Bi', 'Ba'}",1
"{'Ca', 'La', 'Al'}",1
"{'Tb', 'Ga', 'Eu'}",1
"{'Ce', 'Co'}",1
"{'La', 'Mg', 'Li', 'Ce'}",1
"{'Y', 'Li'}",2
"{'C', 'S'}",1
"{'Sr', 'Co'}",1
"{'Si', 'W', 'Na'}",9
"{'Mg', 'Na', 'Cs', 'Cl'}",1
"{'Sr', 'Ti', 'Li', 'Ba'}",1
"{'Sr', 'Ti', 'Pr'}",1
"{'La', 'Sr', 'Ba', 'K'}",1
{'Rb'},1
"{'Li', 'H'}",1
"{'Sr', 'Sn'}",1
"{'Hf', 'Ga', 'Eu'}",1
"{'Sr', 'Fe', 'Mo'}",1
"{'W', 'Na', 'Si', 'K', 'C', 'Mn'}",1
"{'Nd', 'Sr'}",1
"{'Nd', 'Fe', 'Zn'}",1
"{'Be', 'S'}",1
"{'W', 'Na', 'Zr', 'Cl', 'Mn'}",1
"{'Ni', 'C', 'Mo'}",1
"{'Ca', 'Na', 'Co', 'K', 'La', 'C', 'Mn'}",1
"{'Ca', 'Li'}",2
"{'Ca', 'La', 'Y'}",1
"{'Mn', 'Cl', 'Na'}",2
"{'Co', 'Sm', 'Sr', 'Fe', 'Ce', 'Ba'}",1
"{'Sr', 'Yb', 'Mg'}",1
{'Gd'},2
"{'Mn', 'W', 'Ce', 'Na'}",1
"{'Ca', 'Nb', 'Na', 'K'}",1
"{'Zr', 'W', 'Ce', 'Na'}",1
"{'La', 'Si', 'Ce'}",1
"{'Zr', 'Na'}",1
"{'W', 'Na', 'Si', 'N', 'Mn'}",2
"{'Zr', 'Cl', 'K'}",1
"{'W', 'Cs', 'Ba', 'Mo'}",1
"{'Mg', 'Li', 'Al'}",1
"{'Ca', 'Eu', 'Y'}",1
"{'Ni', 'Ce'}",1
"{'Ca', 'Ba', 'Y'}",1
"{'Zr', 'Li', 'S'}",2
{'Na'},1
{'Be'},1
"{'La', 'Ni', 'Li'}",1
"{'Rh', 'Pt'}",1
"{'Ni', 'Li', 'Cl'}",1
"{'Y', 'Ag', 'Zr', 'Bi', 'La', 'Sr'}",2
"{'Ca', 'La', 'Ba'}",1
"{'Ir', 'W', 'Na', 'Pt', 'Si', 'Rh', 'Al', 'Mn'}",1
"{'Mg', 'Si', 'Sr', 'Fe', 'Al'}",1
"{'Ca', 'Nb', 'K'}",1
"{'Mn', 'Si', 'W', 'Li'}",2
"{'W', 'Na', 'Si', 'H', 'La', 'C', 'Mn'}",1
"{'C', 'H', 'N', 'Pt'}",1
"{'Sn', 'Mo'}",1
"{'La', 'P'}",1
"{'Y', 'Zr', 'Pb'}",1
"{'La', 'Nb', 'Na'}",1
"{'Ti', 'S', 'Mn', 'K'}",1
{'Si'},10
"{'Mg', 'K'}",1
"{'Mn', 'Si', 'W', 'Ba'}",1
"{'Mg', 'C', 'Ba'}",3
"{'La', 'Li', 'Zn'}",1
"{'Ca', 'Th', 'K'}",1
{'Sb'},2
"{'W', 'Na', 'Si', 'K', 'Mn'}",2
"{'Ca', 'Mg', 'Cl', 'Sr', 'Ba'}",1
"{'Hf', 'Ga', 'Zn'}",1
"{'W', 'Na'}",1
{'Hg'},1
"{'Ca', 'Na'}",6
"{'Sr', 'Si', 'Mg', 'Al'}",1
"{'Mg', 'S'}",1
"{'Ca', 'Zr'}",2
"{'Sr', 'Ti', 'Na', 'Ba'}",3
"{'P', 'S'}",1
